airlineIATA,destinationIATA,flightNumber,flightNature,flightTypeIATA,scheduleDate,scheduleHour,seatCapacity,sector,terminal,pax,loadFactor,warnings,Country,EU Status,CTA Status,AircraftSizeICAO,PaxLoadFactor,LocalPax,HasWarnings,LowLoadFactor,HighLoadFactor
FR,LUX,2860,D,J,2024-12-04,14:55:00,197,I,T1,168.91877269838884,0.857455698976593,Pax: 31 flights have been used for reference,LUXEMBOURG,EU,INTERNATIONAL,C,0.857455698976593,168.91877269838884,True,False,False
FR,SZZ,2466,D,J,2024-12-04,15:05:00,189,I,T1,160.191,0.8475714285714285,,POLAND,EU,INTERNATIONAL,C,0.8475714285714285,160.191,False,False,False
FR,CPH,7382,D,J,2024-12-04,15:15:00,189,I,T1,174.71156994818648,0.9243998409956957,Pax: 2 flights have been used for reference,DENMARK,EU,INTERNATIONAL,C,0.9243998409956957,174.71156994818648,True,False,False
FR,BSL,4182,D,J,2024-12-04,15:20:00,189,I,T1,132.41266469501173,0.7005961094974166,Pax: 30 flights have been used for reference,SWITZERLAND,NON EU,INTERNATIONAL,C,0.7005961094974166,132.41266469501173,True,False,False
RK,TIA,8322,D,J,2024-12-04,15:30:00,189,I,T1,106.445,0.5632010582010581,Pax: Flight # has changed from 8290 to 8322,ALBANIA,NON EU,INTERNATIONAL,C,0.5632010582010581,106.445,True,False,False
RK,RAK,7870,D,J,2024-12-04,15:35:00,189,I,T1,88.99499999999999,0.47087301587301583,,MOROCCO,NON EU,INTERNATIONAL,C,0.47087301587301583,88.99499999999999,False,False,False
FR,HHN,1749,D,J,2024-12-04,15:35:00,189,I,T1,149.837923857868,0.7927932479252274,,GERMANY,EU,INTERNATIONAL,C,0.7927932479252274,149.837923857868,False,False,False
U2,BFS,42,D,J,2024-12-04,15:40:00,186,D,T1,180.98066153846153,0.9730143093465674,,GREAT BRITAIN,DOMESTIC,DOMESTIC,C,0.9730143093465674,180.98066153846153,False,False,False
FR,OTP,1007,D,J,2024-12-04,15:45:00,197,I,T1,194.87495238095235,0.9892129562484892,Pax: Flight # has changed from 3846 to 1007,ROMANIA,EU,INTERNATIONAL,C,0.9892129562484892,194.87495238095235,True,False,False
RK,AGA,3033,D,J,2024-12-04,15:45:00,189,I,T1,123.3715,0.6527592592592593,Pax: 2 flights have been used for reference,MOROCCO,NON EU,INTERNATIONAL,C,0.6527592592592593,123.3715,True,False,False
VF,ESB,532,D,J,2024-12-04,15:45:00,197,I,T1,144.11715156926405,0.731559145021645,Pax: Airline has changed from TK to VF; Pax: Flight # has changed from 5591 to 532,TURKEY,NON EU,INTERNATIONAL,C,0.731559145021645,144.11715156926405,True,False,False
PC,SAW,1166,D,J,2024-12-04,15:50:00,195,I,T1,139.5284522221296,0.7155305242160492,Pax: 4 flights have been used for reference,TURKEY,NON EU,INTERNATIONAL,C,0.7155305242160492,139.5284522221296,True,False,False
VF,SAW,1990,D,J,2024-12-04,15:55:00,220,I,T1,185.20032295482295,0.8418196497946497,Pax: Airline has changed from TK to VF; Pax: Flight # has changed from 7821 to 1990,TURKEY,NON EU,INTERNATIONAL,C,0.8418196497946497,185.20032295482295,True,False,False
FR,TRN,466,D,J,2024-12-04,16:00:00,197,I,T1,188.9788835978836,0.9592836730857035,Pax: Flight # has changed from 464 to 466,ITALY,EU,INTERNATIONAL,C,0.9592836730857035,188.9788835978836,True,False,False
FR,CAG,2687,D,J,2024-12-04,16:05:00,189,I,T1,151.815,0.8032539682539682,,ITALY,EU,INTERNATIONAL,C,0.8032539682539682,151.815,False,False,False
FR,ATH,53,D,J,2024-12-04,16:05:00,189,I,T1,144.4487969543147,0.7642793489646281,,GREECE,EU,INTERNATIONAL,C,0.7642793489646281,144.4487969543147,False,False,False
FR,CIA,3002,D,J,2024-12-04,16:10:00,197,I,T1,142.22765608465608,0.7219677973840409,,ITALY,EU,INTERNATIONAL,C,0.7219677973840409,142.22765608465608,False,False,False
RK,TRF,32,D,J,2024-12-04,16:40:00,189,I,T1,124.59299999999999,0.6592222222222222,Pax: 3 flights have been used for reference,NORWAY,NON EU,INTERNATIONAL,C,0.6592222222222222,124.59299999999999,True,False,False
FR,PSA,586,D,J,2024-12-04,16:45:00,189,I,T1,184.62099999999998,0.9768306878306877,Pax: Flight # has changed from 584 to 586,ITALY,EU,INTERNATIONAL,C,0.9768306878306877,184.62099999999998,True,False,False
U2,EDI,316,D,J,2024-12-04,16:50:00,186,D,T1,173.9765,0.9353575268817204,,GREAT BRITAIN,DOMESTIC,DOMESTIC,C,0.9353575268817204,173.9765,False,False,False
FR,BDS,2475,D,J,2024-12-04,16:50:00,189,I,T1,171.05558275270138,0.9050559934005364,Pax: 40 flights have been used for reference,ITALY,EU,INTERNATIONAL,C,0.9050559934005364,171.05558275270138,True,False,False
FR,ORK,901,D,J,2024-12-04,17:00:00,189,I,T1,168.2268578680203,0.8900891950688904,Pax: Flight # has changed from 905 to 901,IRISH REPUBLIC,EU,INTERNATIONAL,C,0.8900891950688904,168.2268578680203,True,False,False
FR,VNO,5366,D,J,2024-12-04,17:20:00,197,I,T1,156.30214285714285,0.7934118926758521,Pax: Flight # has changed from 543 to 5366,LITHUANIA,EU,INTERNATIONAL,C,0.7934118926758521,156.30214285714285,True,False,False
FR,KTW,8266,D,J,2024-12-04,17:25:00,197,I,T1,185.42610052910052,0.9412492412644696,,POLAND,EU,INTERNATIONAL,C,0.9412492412644696,185.42610052910052,False,False,False
PC,SAW,1178,D,J,2024-12-04,17:25:00,240,I,T1,136.76175582939803,0.5698406492891585,Pax: 4 flights have been used for reference,TURKEY,NON EU,INTERNATIONAL,C,0.5698406492891585,136.76175582939803,True,False,False
FR,DBV,5967,D,J,2024-12-04,17:30:00,197,I,T1,118.45139265304252,0.6012761048377793,Pax: 36 flights have been used for reference,CROATIA,EU,INTERNATIONAL,C,0.6012761048377793,118.45139265304252,True,False,False
FR,AGP,8164,D,J,2024-12-04,17:35:00,197,I,T1,200.94,1.02,,SPAIN,EU,INTERNATIONAL,C,1.02,200.94,False,False,True
FR,BRE,3634,D,J,2024-12-04,17:45:00,189,I,T1,168.86669021200072,0.8934745513862472,Pax: 32 flights have been used for reference,GERMANY,EU,INTERNATIONAL,C,0.8934745513862472,168.86669021200072,True,False,False
FR,ALC,8286,D,J,2024-12-04,17:50:00,189,I,T1,97.95095890781069,0.5182590418402682,Pax: Flight # has changed from 6647 to 8286; Pax: Flight load factor is 21.0 percentage points lower than reference flight load factor,SPAIN,EU,INTERNATIONAL,C,0.5182590418402682,97.95095890781069,True,False,False
FR,WMI,2281,D,J,2024-12-04,17:50:00,189,I,T1,190.55399999999997,1.0082222222222221,,POLAND,EU,INTERNATIONAL,C,1.0082222222222221,190.55399999999997,False,False,True
FR,SVQ,8363,D,J,2024-12-04,17:50:00,197,I,T1,102.82389417989415,0.5219487014207825,Pax: Flight # has changed from 8361 to 8363; Pax: Flight load factor is 26.1 percentage points lower than reference flight load factor,SPAIN,EU,INTERNATIONAL,C,0.5219487014207825,102.82389417989415,True,False,False
RK,BLL,5172,D,J,2024-12-04,18:00:00,189,I,T1,180.04873834196889,0.9526388272061846,Pax: 2 flights have been used for reference,DENMARK,EU,INTERNATIONAL,C,0.9526388272061846,180.04873834196889,True,False,False
FR,OPO,1275,D,J,2024-12-04,18:00:00,197,I,T1,181.06083068783065,0.9190905111057394,Pax: Flight # has changed from 7700 to 1275,PORTUGAL,EU,INTERNATIONAL,C,0.9190905111057394,181.06083068783065,True,False,False
FR,ZAZ,2565,D,J,2024-12-04,18:05:00,189,I,T1,158.3749051478604,0.8379624610997904,Pax: 34 flights have been used for reference,SPAIN,EU,INTERNATIONAL,C,0.8379624610997904,158.3749051478604,True,False,False
FR,SNN,93,D,J,2024-12-04,18:05:00,189,I,T1,192.78,1.02,,IRISH REPUBLIC,EU,INTERNATIONAL,C,1.02,192.78,False,False,True
FR,PRG,1374,D,J,2024-12-04,18:05:00,189,I,T1,171.708,0.9085079365079365,,CZECH REPUBLIC,EU,INTERNATIONAL,C,0.9085079365079365,171.708,False,False,False
FR,WRO,8407,D,J,2024-12-04,18:10:00,197,I,T1,187.3132857142857,0.950828861493836,,POLAND,EU,INTERNATIONAL,C,0.950828861493836,187.3132857142857,False,False,False
FR,RZE,2134,D,J,2024-12-04,18:15:00,189,I,T1,159.54260406091367,0.8441407622270565,,POLAND,EU,INTERNATIONAL,C,0.8441407622270565,159.54260406091367,False,False,False
FR,BER,147,D,J,2024-12-04,18:20:00,189,I,T1,181.26386802030456,0.9590680847635161,Pax: Flight # has changed from 176 to 147,GERMANY,EU,INTERNATIONAL,C,0.9590680847635161,181.26386802030456,True,False,False
FR,CIA,3004,D,J,2024-12-04,18:20:00,197,I,T1,143.0807671957672,0.7262983106384122,,ITALY,EU,INTERNATIONAL,C,0.7262983106384122,143.0807671957672,False,False,False
FR,GDN,593,D,J,2024-12-04,18:25:00,189,I,T1,160.15878533262088,0.8474009805958777,Pax: Flight # has changed from 545 to 593,POLAND,EU,INTERNATIONAL,C,0.8474009805958777,160.15878533262088,True,False,False
FR,FMM,2404,D,J,2024-12-04,18:25:00,189,I,T1,115.86799999999998,0.613058201058201,,GERMANY,EU,INTERNATIONAL,C,0.613058201058201,115.86799999999998,False,False,False
FR,ZAG,2190,D,J,2024-12-04,18:25:00,186,I,T1,164.80943333333332,0.8860722222222222,,CROATIA,EU,INTERNATIONAL,C,0.8860722222222222,164.80943333333332,False,False,False
FR,REG,5411,D,J,2024-12-04,18:50:00,189,I,T1,90.12501688463536,0.4768519411885469,Pax: 29 flights have been used for reference,ITALY,EU,INTERNATIONAL,C,0.4768519411885469,90.12501688463536,True,False,False
FR,MAD,5996,D,J,2024-12-04,19:15:00,189,I,T1,167.48811167512687,0.8861804850535814,Pax: Flight # has changed from 5998 to 5996,SPAIN,EU,INTERNATIONAL,C,0.8861804850535814,167.48811167512687,True,False,False
FR,CPH,7384,D,J,2024-12-04,19:20:00,189,I,T1,178.688,0.9454391534391533,,DENMARK,EU,INTERNATIONAL,C,0.9454391534391533,178.688,False,False,False
FR,KRK,2432,D,J,2024-12-04,19:25:00,197,I,T1,187.89495238095236,0.9537814841672709,Pax: Flight # has changed from 2434 to 2432,POLAND,EU,INTERNATIONAL,C,0.9537814841672709,187.89495238095236,True,False,False
FR,DUB,256,D,J,2024-12-04,19:25:00,189,I,T1,174.54532199310904,0.9235202221857621,Pax: 2 flights have been used for reference,IRISH REPUBLIC,EU,INTERNATIONAL,C,0.9235202221857621,174.54532199310904,True,False,False
EC,AMS,7844,D,J,2024-12-04,19:30:00,195,I,T1,198.9,1.02,Pax: Seat capacity is 86 seats more than reference flight seat capacity,NETHERLANDS,EU,INTERNATIONAL,C,1.02,198.9,True,False,True
FR,CGN,2814,D,J,2024-12-04,19:45:00,197,I,T1,191.74318518518518,0.9733156608385034,,GERMANY,EU,INTERNATIONAL,C,0.9733156608385034,191.74318518518518,False,False,False
FR,PMO,3918,D,J,2024-12-04,19:55:00,197,I,T1,185.55732343974904,0.9419153474098936,Pax: 23 flights have been used for reference,ITALY,EU,INTERNATIONAL,C,0.9419153474098936,185.55732343974904,True,False,False
FR,VIE,732,D,J,2024-12-04,20:00:00,189,I,T1,137.03879032258064,0.7250729646697388,,AUSTRIA,EU,INTERNATIONAL,C,0.7250729646697388,137.03879032258064,False,False,False
FR,BUD,2518,D,J,2024-12-04,20:05:00,189,I,T1,172.05699999999996,0.9103544973544971,,HUNGARY,EU,INTERNATIONAL,C,0.9103544973544971,172.05699999999996,False,False,False
U2,BFS,46,D,J,2024-12-04,20:10:00,186,D,T1,165.25955384615384,0.8884922249793217,,GREAT BRITAIN,DOMESTIC,DOMESTIC,C,0.8884922249793217,165.25955384615384,False,False,False
EK,DXB,68,D,J,2024-12-04,20:15:00,442,I,T1,341.35501022027546,0.772296403213293,,UNITED ARAB EMIRATES,NON EU,INTERNATIONAL,E,0.772296403213293,341.35501022027546,False,False,False
U2,EDI,318,D,J,2024-12-04,20:40:00,186,D,T1,177.292,0.9531827956989247,,GREAT BRITAIN,DOMESTIC,DOMESTIC,C,0.9531827956989247,177.292,False,False,False
FR,LIS,1882,D,J,2024-12-04,20:40:00,189,I,T1,177.8335129032258,0.9409180576890254,,PORTUGAL,EU,INTERNATIONAL,C,0.9409180576890254,177.8335129032258,False,False,False
RK,EDI,1273,D,J,2024-12-04,20:55:00,189,D,T1,187.41299999999998,0.9916031746031745,,GREAT BRITAIN,DOMESTIC,DOMESTIC,C,0.9916031746031745,187.41299999999998,False,False,False
FR,BGY,2738,D,J,2024-12-04,21:05:00,197,I,T1,200.94,1.02,Pax: Flight # has changed from 4189 to 2738,ITALY,EU,INTERNATIONAL,C,1.02,200.94,True,False,True
U2,GLA,416,D,J,2024-12-04,21:05:00,156,D,T1,136.15503225806452,0.8727886683209264,,GREAT BRITAIN,DOMESTIC,DOMESTIC,C,0.8727886683209264,136.15503225806452,False,False,False
FR,BCN,9014,D,J,2024-12-04,21:35:00,197,I,T1,188.07037566137564,0.9546719576719576,,SPAIN,EU,INTERNATIONAL,C,0.9546719576719576,188.07037566137564,False,False,False
FR,DUB,271,D,J,2024-12-04,22:25:00,189,I,T1,171.15704060913706,0.9055928074557517,,IRISH REPUBLIC,EU,INTERNATIONAL,C,0.9055928074557517,171.15704060913706,False,False,False
PC,SAW,1174,D,J,2024-12-04,23:20:00,240,I,T1,244.8,1.02,Pax: Flight # has changed from 1170 to 1174,TURKEY,NON EU,INTERNATIONAL,C,1.02,244.8,True,False,True
