airlineIATA,destinationIATA,flightNumber,flightNature,flightTypeIATA,scheduleDate,scheduleHour,seatCapacity,sector,terminal,pax,loadFactor,warnings,Country,EU Status,CTA Status,AircraftSizeICAO,PaxLoadFactor,LocalPax,HasWarnings,LowLoadFactor,HighLoadFactor
U2,GLA,415,A,J,2024-12-04,20:35:00,156,D,T1,135.33064516129033,0.867504135649297,,GREAT BRITAIN,DOMESTIC,DOMESTIC,C,0.867504135649297,135.33064516129033,False,False,False
FR,BGY,2739,A,J,2024-12-04,20:40:00,197,I,T1,200.64521693121696,1.0185036392447562,Pax: Flight # has changed from 4188 to 2739,ITALY,EU,NON CTA,C,1.0185036392447562,200.64521693121696,True,False,True
LS,PFO,1526,A,J,2024-12-04,20:55:00,189,I,T1,105.184,0.5565291005291005,,CYPRUS,EU,NON CTA,C,0.5565291005291005,105.184,False,False,False
FR,BRE,3633,A,J,2024-12-04,21:00:00,189,I,T1,159.66456252758564,0.8447860451195007,Pax: 24 flights have been used for reference,GERMANY,EU,NON CTA,C,0.8447860451195007,159.66456252758564,True,False,False
RK,TRF,33,A,J,2024-12-04,21:05:00,189,I,T1,97.918,0.5180846560846561,Pax: 4 flights have been used for reference,NORWAY,NON EU,NON CTA,C,0.5180846560846561,97.918,True,False,False
FR,BCN,9015,A,J,2024-12-04,21:10:00,197,I,T1,179.24081481481483,0.9098518518518519,,SPAIN,EU,NON CTA,C,0.9098518518518519,179.24081481481483,False,False,False
FR,TFS,2424,A,J,2024-12-04,21:20:00,189,I,T1,151.88521827411168,0.8036254935138184,Pax: Flight # has changed from 2529 to 2424,SPAIN,EU,NON CTA,C,0.8036254935138184,151.88521827411168,True,False,False
RK,BLL,5173,A,J,2024-12-04,21:35:00,189,I,T1,162.41303403141362,0.8593282223884318,Pax: 4 flights have been used for reference,DENMARK,EU,NON CTA,C,0.8593282223884318,162.41303403141362,True,False,False
FR,CIA,3005,A,J,2024-12-04,21:45:00,197,I,T1,162.10191534391532,0.8228523621518544,,ITALY,EU,NON CTA,C,0.8228523621518544,162.10191534391532,False,False,False
FR,DUB,272,A,J,2024-12-04,22:00:00,189,I,T1,184.85357360406093,0.9780612360003224,,IRISH REPUBLIC,EU,CTA,C,0.9780612360003224,184.85357360406093,False,False,False
RK,TIA,8321,A,J,2024-12-04,22:00:00,189,I,T1,166.772,0.8823915343915344,Pax: Flight # has changed from 8291 to 8321,ALBANIA,NON EU,NON CTA,C,0.8823915343915344,166.772,True,False,False
PC,SAW,1173,A,J,2024-12-04,22:15:00,240,I,T1,136.35729707112972,0.5681554044630405,Pax: Flight # has changed from 1169 to 1173,TURKEY,NON EU,NON CTA,C,0.5681554044630405,136.35729707112972,True,False,False
FR,RVN,9829,A,J,2024-12-04,22:15:00,197,I,T1,169.24525925925926,0.8591129911637526,,FINLAND,EU,NON CTA,C,0.8591129911637526,169.24525925925926,False,False,False
FR,BER,146,A,J,2024-12-04,22:25:00,189,I,T1,177.1010659898477,0.9370426771949615,Pax: Flight # has changed from 177 to 146,GERMANY,EU,NON CTA,C,0.9370426771949615,177.1010659898477,True,False,False
FR,KTW,8267,A,J,2024-12-04,22:30:00,197,I,T1,119.95032804232805,0.608884913920447,,POLAND,EU,NON CTA,C,0.608884913920447,119.95032804232805,False,False,False
FR,WRO,8408,A,J,2024-12-04,22:45:00,197,I,T1,165.91706878306877,0.8422186232643085,,POLAND,EU,NON CTA,C,0.8422186232643085,165.91706878306877,False,False,False
FR,OTP,3847,A,J,2024-12-04,22:45:00,197,I,T1,120.57276190476195,0.6120444766739185,,ROMANIA,EU,NON CTA,C,0.6120444766739185,120.57276190476195,False,False,False
FR,ZAZ,2566,A,J,2024-12-04,22:55:00,189,I,T1,93.15691229283158,0.49289371583508773,Pax: 27 flights have been used for reference,SPAIN,EU,NON CTA,C,0.49289371583508773,93.15691229283158,True,False,False
FR,FUE,3019,A,J,2024-12-04,22:55:00,197,I,T1,121.94760846560847,0.619023393226439,Pax: Flight # has changed from 610 to 3019,SPAIN,EU,NON CTA,C,0.619023393226439,121.94760846560847,True,False,False
FR,OPO,1276,A,J,2024-12-04,23:20:00,197,I,T1,194.96825396825398,0.9896865683667715,Pax: Flight # has changed from 7699 to 1276,PORTUGAL,EU,NON CTA,C,0.9896865683667715,194.96825396825398,True,False,False
FR,GDN,592,A,J,2024-12-04,23:20:00,189,I,T1,117.47314720812184,0.6215510434292161,Pax: 2 flights have been used for reference,POLAND,EU,NON CTA,C,0.6215510434292161,117.47314720812184,True,False,False
RK,RAK,7869,A,J,2024-12-04,23:20:00,189,I,T1,108.64399999999999,0.5748359788359788,,MOROCCO,NON EU,NON CTA,C,0.5748359788359788,108.64399999999999,False,False,False
FR,BDS,2476,A,J,2024-12-04,23:20:00,189,I,T1,174.85869628594514,0.925178287227223,Pax: 24 flights have been used for reference,ITALY,EU,NON CTA,C,0.925178287227223,174.85869628594514,True,False,False
FR,VNO,5367,A,J,2024-12-04,23:25:00,197,I,T1,61.48731216931219,0.31211833588483345,Pax: Flight # has changed from 542 to 5367; Pax: Flight load factor is 65.6 percentage points lower than reference flight load factor,LITHUANIA,EU,NON CTA,C,0.31211833588483345,61.48731216931219,True,False,False
FR,TFS,2529,A,J,2024-12-04,23:30:00,197,I,T1,122.22221164021165,0.6204173179706175,Pax: Flight load factor is 26.8 percentage points lower than reference flight load factor,SPAIN,EU,NON CTA,C,0.6204173179706175,122.22221164021165,True,False,False
FR,DBV,5966,A,J,2024-12-04,23:35:00,197,I,T1,119.7717838014986,0.6079785979771503,Pax: 23 flights have been used for reference,CROATIA,EU,NON CTA,C,0.6079785979771503,119.7717838014986,True,False,False
FR,ALC,6646,A,J,2024-12-04,23:45:00,189,I,T1,168.02640155559195,0.8890285796592167,,SPAIN,EU,NON CTA,C,0.8890285796592167,168.02640155559195,False,False,False
RK,AGA,3034,A,J,2024-12-04,23:50:00,189,I,T1,129.0000324637681,0.6825398543056513,Pax: 3 flights have been used for reference,MOROCCO,NON EU,NON CTA,C,0.6825398543056513,129.0000324637681,True,False,False
FR,RZE,2135,A,J,2024-12-04,23:50:00,189,I,T1,128.64174619289344,0.6806441597507589,,POLAND,EU,NON CTA,C,0.6806441597507589,128.64174619289344,False,False,False
RK,EDI,1274,A,J,2024-12-04,23:55:00,189,D,T1,172.654,0.9135132275132275,,GREAT BRITAIN,DOMESTIC,DOMESTIC,C,0.9135132275132275,172.654,False,False,False
FR,ATH,52,A,J,2024-12-04,23:55:00,189,I,T1,157.30881218274112,0.8323217575806409,,GREECE,EU,NON CTA,C,0.8323217575806409,157.30881218274112,False,False,False
RK,BFS,129,D,J,2024-12-04,05:55:00,189,D,T1,77.12899999999999,0.40808994708994706,,GREAT BRITAIN,DOMESTIC,DOMESTIC,C,0.40808994708994706,77.12899999999999,False,False,False
FR,ACE,250,D,J,2024-12-04,05:55:00,197,I,T1,91.68543915343916,0.4654083205758333,Pax: Flight load factor is 23.8 percentage points lower than reference flight load factor,SPAIN,EU,INTERNATIONAL,C,0.4654083205758333,91.68543915343916,True,False,False
FR,BUD,1658,D,J,2024-12-04,05:55:00,197,I,T1,175.81290476190478,0.8924512932076384,Pax: Flight # has changed from 2516 to 1658,HUNGARY,EU,INTERNATIONAL,C,0.8924512932076384,175.81290476190478,True,False,False
RK,TIA,8288,D,J,2024-12-04,05:55:00,189,I,T1,106.096,0.5613544973544974,,ALBANIA,NON EU,INTERNATIONAL,C,0.5613544973544974,106.096,False,False,False
FR,LIS,1080,D,J,2024-12-04,06:15:00,197,I,T1,164.2552804232804,0.8337831493567534,,PORTUGAL,EU,INTERNATIONAL,C,0.8337831493567534,164.2552804232804,False,False,False
FR,CIA,2455,D,J,2024-12-04,06:15:00,197,I,T1,30.499645502645496,0.15482053554642383,,ITALY,EU,INTERNATIONAL,C,0.15482053554642383,30.499645502645496,False,False,False
FR,BGY,2696,D,J,2024-12-04,06:20:00,197,I,T1,99.97649735449735,0.5074949104289206,Pax: Flight load factor is 22.7 percentage points greater than reference flight load factor,ITALY,EU,INTERNATIONAL,C,0.5074949104289206,99.97649735449735,True,False,False
FR,BRI,1905,D,J,2024-12-04,06:20:00,197,I,T1,114.67327513227512,0.5820978433110412,Pax: Flight load factor is 27.5 percentage points lower than reference flight load factor,ITALY,EU,INTERNATIONAL,C,0.5820978433110412,114.67327513227512,True,False,False
FR,HEL,2344,D,J,2024-12-04,06:20:00,197,I,T1,182.876,0.9283045685279188,,FINLAND,EU,INTERNATIONAL,C,0.9283045685279188,182.876,False,False,False
FR,TFS,578,D,J,2024-12-04,06:25:00,189,I,T1,120.82131979695428,0.6392662423119274,,SPAIN,EU,INTERNATIONAL,C,0.6392662423119274,120.82131979695428,False,False,False
RK,BJV,7056,D,J,2024-12-04,06:30:00,189,I,T1,154.69424999999998,0.8184880952380952,Pax: 4 flights have been used for reference,TURKEY,NON EU,INTERNATIONAL,C,0.8184880952380952,154.69424999999998,True,False,False
FR,DUB,203,D,J,2024-12-04,06:30:00,189,I,T1,188.5393693548387,0.9975628008192524,Pax: Flight load factor is 39.8 percentage points greater than reference flight load factor,IRISH REPUBLIC,EU,INTERNATIONAL,C,0.9975628008192524,188.5393693548387,True,False,False
FR,SOF,1730,D,J,2024-12-04,06:30:00,189,I,T1,192.78,1.02,Pax: Flight load factor is 28.9 percentage points greater than reference flight load factor,BULGARIA,EU,INTERNATIONAL,C,1.02,192.78,True,False,True
FR,FUE,609,D,J,2024-12-04,06:40:00,189,I,T1,87.51927918781725,0.4630649692477103,,SPAIN,EU,INTERNATIONAL,C,0.4630649692477103,87.51927918781725,False,False,False
FR,SKG,2567,D,J,2024-12-04,06:40:00,197,I,T1,168.93077248677247,0.8575166116079821,,GREECE,EU,INTERNATIONAL,C,0.8575166116079821,168.93077248677247,False,False,False
FR,LPA,2842,D,J,2024-12-04,06:50:00,197,I,T1,98.76699999999998,0.5013553299492385,,SPAIN,EU,INTERNATIONAL,C,0.5013553299492385,98.76699999999998,False,False,False
FR,EIN,2534,D,J,2024-12-04,06:50:00,189,I,T1,50.60499999999999,0.2677513227513227,,NETHERLANDS,EU,INTERNATIONAL,C,0.2677513227513227,50.60499999999999,False,False,False
FR,VCE,792,D,J,2024-12-04,06:55:00,197,I,T1,192.4171798941799,0.9767369537775629,Pax: Flight load factor is 31.5 percentage points greater than reference flight load factor,ITALY,EU,INTERNATIONAL,C,0.9767369537775629,192.4171798941799,True,False,False
FR,GOA,972,D,J,2024-12-04,07:05:00,189,I,T1,107.63756975936943,0.5695109511077747,Pax: 41 flights have been used for reference,ITALY,EU,INTERNATIONAL,C,0.5695109511077747,107.63756975936943,True,False,False
FR,NOC,805,D,J,2024-12-04,07:10:00,189,I,T1,98.41799999999999,0.5207301587301587,,IRISH REPUBLIC,EU,INTERNATIONAL,C,0.5207301587301587,98.41799999999999,False,False,False
FR,POZ,1750,D,J,2024-12-04,07:15:00,189,I,T1,181.47999999999996,0.9602116402116401,,POLAND,EU,INTERNATIONAL,C,0.9602116402116401,181.47999999999996,False,False,False
FR,PRG,1013,D,J,2024-12-04,07:25:00,189,I,T1,170.28444736842107,0.9009759120022278,,CZECH REPUBLIC,EU,INTERNATIONAL,C,0.9009759120022278,170.28444736842107,False,False,False
FR,BER,145,D,J,2024-12-04,07:25:00,189,I,T1,184.27199999999996,0.9749841269841268,,GERMANY,EU,INTERNATIONAL,C,0.9749841269841268,184.27199999999996,False,False,False
FR,RIX,1137,D,J,2024-12-04,07:25:00,189,I,T1,174.15099999999998,0.9214338624338624,,LATVIA,EU,INTERNATIONAL,C,0.9214338624338624,174.15099999999998,False,False,False
QY,BRU,202P,D,P,2024-12-04,07:35:00,0,I,T1,0,0,,BELGIUM,EU,INTERNATIONAL,D,0,0,False,True,False
FR,MAD,2628,D,J,2024-12-04,07:40:00,197,I,T1,155.3234656084656,0.7884439878602315,,SPAIN,EU,INTERNATIONAL,C,0.7884439878602315,155.3234656084656,False,False,False
RK,EDI,596,D,J,2024-12-04,07:45:00,189,D,T1,175.547,0.9288201058201058,,GREAT BRITAIN,DOMESTIC,DOMESTIC,C,0.9288201058201058,175.547,False,False,False
U2,BFS,38,D,J,2024-12-04,07:50:00,195,D,T1,128.16180645161288,0.6572400330851943,Pax: Flight load factor is 31.9 percentage points greater than reference flight load factor,GREAT BRITAIN,DOMESTIC,DOMESTIC,C,0.6572400330851943,128.16180645161288,True,False,False
FR,CGN,2352,D,J,2024-12-04,07:50:00,189,I,T1,172.755,0.914047619047619,,GERMANY,EU,INTERNATIONAL,C,0.914047619047619,172.755,False,False,False
FR,PMI,27,D,J,2024-12-04,07:50:00,186,I,T1,58.61150317460318,0.3151156084656085,Pax: Flight load factor is 35.2 percentage points lower than reference flight load factor,SPAIN,EU,INTERNATIONAL,C,0.3151156084656085,58.61150317460318,True,False,False
FR,OTP,1005,D,J,2024-12-04,07:50:00,189,I,T1,190.263461928934,1.0066849837509735,,ROMANIA,EU,INTERNATIONAL,C,1.0066849837509735,190.263461928934,False,False,True
LS,FUE,1451,D,J,2024-12-04,07:55:00,189,I,T1,136.808,0.7238518518518517,,SPAIN,EU,INTERNATIONAL,C,0.7238518518518517,136.808,False,False,False
FR,WRO,8405,D,J,2024-12-04,07:55:00,197,I,T1,200.94,1.02,,POLAND,EU,INTERNATIONAL,C,1.02,200.94,False,False,True
FR,KUN,2746,D,J,2024-12-04,08:00:00,197,I,T1,148.77556084656084,0.7552058926221362,Pax: Flight load factor is 20.9 percentage points lower than reference flight load factor,LITHUANIA,EU,INTERNATIONAL,C,0.7552058926221362,148.77556084656084,True,False,False
FR,ARN,4693,D,J,2024-12-04,08:00:00,189,I,T1,183.61474619289336,0.9715065936131925,,SWEDEN,EU,INTERNATIONAL,C,0.9715065936131925,183.61474619289336,False,False,False
FR,BLL,5164,D,J,2024-12-04,08:05:00,189,I,T1,116.21699999999997,0.6149047619047617,Pax: Flight load factor is 30.0 percentage points lower than reference flight load factor,DENMARK,EU,INTERNATIONAL,C,0.6149047619047617,116.21699999999997,True,False,False
FR,GDN,533,D,J,2024-12-04,08:05:00,189,I,T1,153.56,0.8124867724867725,,POLAND,EU,INTERNATIONAL,C,0.8124867724867725,153.56,False,False,False
FR,DUB,205,D,J,2024-12-04,08:15:00,189,I,T1,192.29899999999995,1.0174550264550262,Pax: Flight load factor is 24.5 percentage points greater than reference flight load factor,IRISH REPUBLIC,EU,INTERNATIONAL,C,1.0174550264550262,192.29899999999995,True,False,True
FR,KRK,2362,D,J,2024-12-04,08:20:00,197,I,T1,186.78886243386242,0.9481668143850884,,POLAND,EU,INTERNATIONAL,C,0.9481668143850884,186.78886243386242,False,False,False
FR,CPH,2618,D,J,2024-12-04,08:20:00,189,I,T1,156.47423857868017,0.827906024225821,,DENMARK,EU,INTERNATIONAL,C,0.827906024225821,156.47423857868017,False,False,False
FR,AGP,8162,D,J,2024-12-04,08:25:00,189,I,T1,113.99721827411166,0.6031598850482098,,SPAIN,EU,INTERNATIONAL,C,0.6031598850482098,113.99721827411166,False,False,False
FR,ATH,15,D,J,2024-12-04,08:25:00,189,I,T1,128.43200000000002,0.6795343915343915,,GREECE,EU,INTERNATIONAL,C,0.6795343915343915,128.43200000000002,False,False,False
FR,MXP,2757,D,J,2024-12-04,08:30:00,197,I,T1,173.96449735449733,0.8830685144898341,Pax: Flight load factor is 44.9 percentage points greater than reference flight load factor,ITALY,EU,INTERNATIONAL,C,0.8830685144898341,173.96449735449733,True,False,False
FR,CIA,2672,D,J,2024-12-04,08:30:00,197,I,T1,59.04193650793648,0.2997052614616065,Pax: Flight load factor is 39.9 percentage points lower than reference flight load factor,ITALY,EU,INTERNATIONAL,C,0.2997052614616065,59.04193650793648,True,False,False
FR,NAP,1474,D,J,2024-12-04,08:40:00,189,I,T1,147.08844162436546,0.7782457228802405,,ITALY,EU,INTERNATIONAL,C,0.7782457228802405,147.08844162436546,False,False,False
FR,SVQ,8361,D,J,2024-12-04,08:45:00,197,I,T1,119.09024867724867,0.6045190288185212,,SPAIN,EU,INTERNATIONAL,C,0.6045190288185212,119.09024867724867,False,False,False
FR,ALC,2505,D,J,2024-12-04,08:50:00,189,I,T1,144.6058679539433,0.7651104124547264,Pax: 2 flights have been used for reference,SPAIN,EU,INTERNATIONAL,C,0.7651104124547264,144.6058679539433,True,False,False
U2,EDI,310,D,J,2024-12-04,08:50:00,186,D,T1,179.3537846153846,0.9642676592224979,,GREAT BRITAIN,DOMESTIC,DOMESTIC,C,0.9642676592224979,179.3537846153846,False,False,False
U2,GLA,412,D,J,2024-12-04,09:05:00,156,D,T1,110.78836129032256,0.7101818031430933,,GREAT BRITAIN,DOMESTIC,DOMESTIC,C,0.7101818031430933,110.78836129032256,False,False,False
FR,TLS,281,D,J,2024-12-04,09:10:00,189,I,T1,173.802,0.9195873015873015,Pax: Flight # has changed from 295 to 281,FRANCE,EU,INTERNATIONAL,C,0.9195873015873015,173.802,True,False,False
LS,KAO,2183,D,C,2024-12-04,09:15:00,189,I,T1,117.43849999999998,0.6213677248677247,Pax: 3 flights have been used for reference,FINLAND,EU,INTERNATIONAL,C,0.6213677248677247,117.43849999999998,True,False,False
FR,PFO,3131,D,J,2024-12-04,09:20:00,189,I,T1,118.74503553299493,0.6282806112856875,,CYPRUS,EU,INTERNATIONAL,C,0.6282806112856875,118.74503553299493,False,False,False
RK,RAK,3556,D,J,2024-12-04,09:25:00,189,I,T1,192.78,1.02,,MOROCCO,NON EU,INTERNATIONAL,C,1.02,192.78,False,False,True
RK,BCN,8214,D,J,2024-12-04,09:25:00,189,I,T1,169.7098666536636,0.8979358024003365,Pax: 9 flights have been used for reference,SPAIN,EU,INTERNATIONAL,C,0.8979358024003365,169.7098666536636,True,False,False
FR,OPO,1261,D,J,2024-12-04,09:45:00,197,I,T1,172.70144973544976,0.8766571052560901,,PORTUGAL,EU,INTERNATIONAL,C,0.8766571052560901,172.70144973544976,False,False,False
FR,EIN,2537,D,J,2024-12-04,09:45:00,197,I,T1,128.7754603174603,0.6536825396825396,Pax: Flight # has changed from 2534 to 2537; Pax: Flight load factor is 22.0 percentage points greater than reference flight load factor,NETHERLANDS,EU,INTERNATIONAL,C,0.6536825396825396,128.7754603174603,True,False,False
FR,SZY,228,D,J,2024-12-04,09:45:00,189,I,T1,136.36694327577476,0.7215182183903426,Pax: 38 flights have been used for reference,POLAND,EU,INTERNATIONAL,C,0.7215182183903426,136.36694327577476,True,False,False
LS,TFS,1535,D,J,2024-12-04,09:50:00,189,I,T1,145.88199999999998,0.7718624338624338,Pax: Flight # has changed from 1663 to 1535,SPAIN,EU,INTERNATIONAL,C,0.7718624338624338,145.88199999999998,True,False,False
FR,TAT,4716,D,J,2024-12-04,10:00:00,189,I,T1,110.09089847715735,0.5824915263341659,Pax: Flight load factor is 23.0 percentage points lower than reference flight load factor,SLOVAKIA,EU,INTERNATIONAL,C,0.5824915263341659,110.09089847715735,True,False,False
FR,FAO,5552,D,J,2024-12-04,10:10:00,189,I,T1,142.04299999999998,0.7515502645502644,,PORTUGAL,EU,INTERNATIONAL,C,0.7515502645502644,142.04299999999998,False,False,False
FR,CTA,5059,D,J,2024-12-04,10:10:00,189,I,T1,165.92558375634513,0.8779131415679637,,ITALY,EU,INTERNATIONAL,C,0.8779131415679637,165.92558375634513,False,False,False
FR,CIA,2510,D,J,2024-12-04,10:25:00,197,I,T1,108.05889417989415,0.5485223054816962,Pax: Flight # has changed from 2672 to 2510,ITALY,EU,INTERNATIONAL,C,0.5485223054816962,108.05889417989415,True,False,False
LS,PFO,1525,D,J,2024-12-04,10:30:00,189,I,T1,61.07500000000001,0.3231481481481482,,CYPRUS,EU,INTERNATIONAL,C,0.3231481481481482,61.07500000000001,False,False,False
PC,SAW,1170,D,J,2024-12-04,10:40:00,240,I,T1,211.670690376569,0.8819612099023709,Pax: Flight # has changed from 1162 to 1170,TURKEY,NON EU,INTERNATIONAL,C,0.8819612099023709,211.670690376569,True,False,False
OG,KEF,801,D,J,2024-12-04,11:00:00,195,I,T1,162.82354310344826,0.8349925287356321,Pax: Flight load factor is 20.4 percentage points greater than reference flight load factor,ICELAND,NON EU,INTERNATIONAL,C,0.8349925287356321,162.82354310344826,True,False,False
FR,ALC,2586,D,J,2024-12-04,11:05:00,189,I,T1,156.9809086294416,0.8305868181451936,,SPAIN,EU,INTERNATIONAL,C,0.8305868181451936,156.9809086294416,False,False,False
FR,TLL,2225,D,J,2024-12-04,11:05:00,189,I,T1,183.01772588832486,0.9683477560228828,,ESTONIA,EU,INTERNATIONAL,C,0.9683477560228828,183.01772588832486,False,False,False
FR,VIE,730,D,J,2024-12-04,11:10:00,186,I,T1,174.68613333333332,0.9391727598566307,,AUSTRIA,EU,INTERNATIONAL,C,0.9391727598566307,174.68613333333332,False,False,False
5F,RMO,548,D,J,2024-12-04,11:20:00,186,I,T1,76.70574253959782,0.41239646526665497,Pax: 39 flights have been used for reference,MOLDOVA,NON EU,INTERNATIONAL,C,0.41239646526665497,76.70574253959782,True,False,False
FR,NUE,7632,D,J,2024-12-04,11:30:00,189,I,T1,183.923,0.9731375661375661,,GERMANY,EU,INTERNATIONAL,C,0.9731375661375661,183.923,False,False,False
FR,PSA,584,D,J,2024-12-04,11:40:00,189,I,T1,179.03699999999998,0.9472857142857142,,ITALY,EU,INTERNATIONAL,C,0.9472857142857142,179.03699999999998,False,False,False
FR,GDN,545,D,J,2024-12-04,11:40:00,189,I,T1,171.34981578947364,0.906612781954887,,POLAND,EU,INTERNATIONAL,C,0.906612781954887,171.34981578947364,False,False,False
FR,TFS,2425,D,J,2024-12-04,11:55:00,189,I,T1,174.69664467005074,0.9243208712701098,Pax: Flight # has changed from 2530 to 2425,SPAIN,EU,INTERNATIONAL,C,0.9243208712701098,174.69664467005074,True,False,False
FR,BLQ,194,D,J,2024-12-04,11:55:00,197,I,T1,181.28241798941798,0.9202153197432384,,ITALY,EU,INTERNATIONAL,C,0.9202153197432384,181.28241798941798,False,False,False
U2,EDI,312,D,J,2024-12-04,12:05:00,186,D,T1,153.7345,0.8265295698924731,Pax: Flight # has changed from 314 to 312,GREAT BRITAIN,DOMESTIC,DOMESTIC,C,0.8265295698924731,153.7345,True,False,False
FR,MLA,4208,D,J,2024-12-04,12:05:00,189,I,T1,147.81832994923857,0.7821075658689872,,MALTA,EU,INTERNATIONAL,C,0.7821075658689872,147.81832994923857,False,False,False
FR,EIN,5681,D,J,2024-12-04,12:10:00,189,I,T1,186.07723350253804,0.9845356269975558,Pax: Flight # has changed from 2537 to 5681; Pax: Flight load factor is 29.1 percentage points greater than reference flight load factor,NETHERLANDS,EU,INTERNATIONAL,C,0.9845356269975558,186.07723350253804,True,False,False
FR,MAD,5994,D,J,2024-12-04,12:10:00,189,I,T1,167.69538578680203,0.887277173475143,,SPAIN,EU,INTERNATIONAL,C,0.887277173475143,167.69538578680203,False,False,False
FR,NTE,8503,D,J,2024-12-04,12:15:00,197,I,T1,154.55366783318752,0.7845363849400382,,FRANCE,EU,INTERNATIONAL,C,0.7845363849400382,154.55366783318752,False,False,False
FR,LDE,522,D,J,2024-12-04,12:20:00,189,I,T1,155.99363270306856,0.8253631359950717,Pax: 28 flights have been used for reference,FRANCE,EU,INTERNATIONAL,C,0.8253631359950717,155.99363270306856,True,False,False
FR,KTW,2471,D,J,2024-12-04,12:20:00,189,I,T1,192.78,1.02,,POLAND,EU,INTERNATIONAL,C,1.02,192.78,False,False,True
FR,RIX,2642,D,J,2024-12-04,12:30:00,197,I,T1,200.94,1.02,Pax: Flight # has changed from 1137 to 2642,LATVIA,EU,INTERNATIONAL,C,1.02,200.94,True,False,True
FR,LCJ,2468,D,J,2024-12-04,12:35:00,189,I,T1,192.78,1.02,,POLAND,EU,INTERNATIONAL,C,1.02,192.78,False,False,True
FR,HAM,1518,D,J,2024-12-04,12:40:00,189,I,T1,176.594,0.9343597883597884,,GERMANY,EU,INTERNATIONAL,C,0.9343597883597884,176.594,False,False,False
VF,SAW,1988,D,J,2024-12-04,12:45:00,220,I,T1,167.407002194327,0.7609409190651227,Pax: 3 flights have been used for reference,TURKEY,NON EU,INTERNATIONAL,C,0.7609409190651227,167.407002194327,True,False,False
PC,ADB,1532,D,J,2024-12-04,12:50:00,195,I,T1,134.08542473118277,0.6876175627240142,Pax: Flight # has changed from 1528 to 1532,TURKEY,NON EU,INTERNATIONAL,C,0.6876175627240142,134.08542473118277,True,False,False
PC,SAW,1162,D,J,2024-12-04,12:55:00,240,I,T1,206.66787029288702,0.8611161262203626,Pax: Flight # has changed from 1164 to 1162,TURKEY,NON EU,INTERNATIONAL,C,0.8611161262203626,206.66787029288702,True,False,False
FR,BCN,8230,D,J,2024-12-04,12:55:00,189,I,T1,179.73499999999999,0.9509788359788359,,SPAIN,EU,INTERNATIONAL,C,0.9509788359788359,179.73499999999999,False,False,False
FR,PSR,982,D,J,2024-12-04,13:00:00,189,I,T1,182.178,0.9639047619047619,,ITALY,EU,INTERNATIONAL,C,0.9639047619047619,182.178,False,False,False
FR,MRS,6541,D,J,2024-12-04,13:05:00,197,I,T1,141.97098412698412,0.7206648940456046,,FRANCE,EU,INTERNATIONAL,C,0.7206648940456046,141.97098412698412,False,False,False
FR,SZG,304,D,J,2024-12-04,13:30:00,197,I,T1,158.96857671957667,0.8069470899470897,,AUSTRIA,EU,INTERNATIONAL,C,0.8069470899470897,158.96857671957667,False,False,False
FR,DUB,210,D,J,2024-12-04,13:50:00,189,I,T1,174.849,0.925126984126984,Pax: Flight # has changed from 256 to 210,IRISH REPUBLIC,EU,INTERNATIONAL,C,0.925126984126984,174.849,True,False,False
FR,FUE,3018,D,J,2024-12-04,13:50:00,197,I,T1,92.79337566137566,0.47103236376332824,Pax: Flight # has changed from 609 to 3018,SPAIN,EU,INTERNATIONAL,C,0.47103236376332824,92.79337566137566,True,False,False
FR,BUD,2516,D,J,2024-12-04,13:50:00,189,I,T1,190.205,1.0063756613756614,Pax: Flight # has changed from 8199 to 2516,HUNGARY,EU,INTERNATIONAL,C,1.0063756613756614,190.205,True,False,True
XQ,GZT,743,D,J,2024-12-04,13:55:00,189,I,T1,160.32140035464366,0.8482613775377972,Pax: 42 flights have been used for reference,TURKEY,NON EU,INTERNATIONAL,C,0.8482613775377972,160.32140035464366,True,False,False
FR,TFS,2530,D,J,2024-12-04,13:55:00,197,I,T1,126.12749206349207,0.6402410764644267,Pax: Flight load factor is 21.2 percentage points lower than reference flight load factor,SPAIN,EU,INTERNATIONAL,C,0.6402410764644267,126.12749206349207,True,False,False
FR,VLC,643,D,J,2024-12-04,13:55:00,197,I,T1,149.60651322751323,0.7594239250127576,,SPAIN,EU,INTERNATIONAL,C,0.7594239250127576,149.60651322751323,False,False,False
ZT,EXT,655Y,D,P,2024-12-04,14:00:00,0,D,T1,0,0,,GREAT BRITAIN,DOMESTIC,DOMESTIC,C,0,0,False,True,False
EK,DXB,66,D,J,2024-12-04,14:05:00,442,I,T1,300.13467627118644,0.6790377291203313,,UNITED ARAB EMIRATES,NON EU,INTERNATIONAL,E,0.6790377291203313,300.13467627118644,False,False,False
FR,GOT,964,D,J,2024-12-04,14:20:00,189,I,T1,154.607,0.818026455026455,,SWEDEN,EU,INTERNATIONAL,C,0.818026455026455,154.607,False,False,False
RK,VNO,543,D,J,2024-12-04,14:20:00,189,I,T1,138.902,0.7349312169312169,Pax: 3 flights have been used for reference,LITHUANIA,EU,INTERNATIONAL,C,0.7349312169312169,138.902,True,False,False
FR,RVN,9828,D,J,2024-12-04,14:50:00,197,I,T1,185.1066455026455,0.9396276421454086,,FINLAND,EU,INTERNATIONAL,C,0.9396276421454086,185.1066455026455,False,False,False
